,comment,label
6834,It was quite difficult and time-consuming in order to find the necessary flight information for each of the individual flights. I consistently had problems with online as well as in-person check in for the flights.,Postive
6835,I was calling many times nobody answer the call either the email.,Negative
6836,Same as every one else. Total betrayal from AA. Cynical. Lying. Time wasting. Rotten to the core. I will try my credit card company for refund for money paid and service not delivered for flights they cancelled. From now on I don't trust any company and go immediately to credit card company in anticipation of lies and betrayal. Not good for anyone.,Negative
6837,"I can’t get in contact with them , wasted about 20 hours in total with Ava and just have no way of getting my flights credited any help would be great.",Negative
6838,Not serious company. The canceled my flights and did - after 4 months - not refund me. I lost time with their stupid AVA system. Would not recommend to anybody to book with Air Asia.,Negative
6839,"My flight was cancelled two months ago, I asked for a refund back to my card yet they've attempted twice to give me credit instead. Today it shows that I have a credit in my account valid for two years. Don't know how this is legal and i hope they get sued. Update: Filed a dispute with Capital One and Airasia had the audacity to fight back. Pathetic airline",Negative
6840,VERY DISAPPOINTING!! THEYRE LYING YOU CANNOT GET YOUR REFUND/CREDIT ACCOUNT.. I DONT UNDERSTAND THEIRE CUSTOMERS SERVICE ALWAYS THE ROBOT COMMUNICATE WITH YOU!!,Negative
6841,"DO NOT CHOOSE THEM!!! THEY ARE LIERS AND WILL MESSUP YOUR BOOKINGS. I have booked them for Trip to Taiwan and unfortunately impact by Covid-19. So i have requested for refund, AA changed their refund policy everyday. At the beginning, it is voluntary, and then it is credit account request and finally it is refund back to original payment. So i have choose credit account while the refund back to original payment is NOT AVAILABLE AT THE TIME. Soon when refund back to original becomes available, i raise refund case again. Then i have contacted them many times to advise them i only need the last case progress, and they said""dont worry, we will process the latest case under your account."" Then they choose to refund back to account, not original payment method, and now refuse to refund back to original payment method. DOGGY CHEAP AIRLINE, I WILL NEVER GO BACK TO YOU AGAIN. My case no. 41622195",Negative
6842,"AirAsia customer service is terrible. Attempted at least 4 times to make contact through the AVA robots and after 1.5 hours average waiting time (up to 2 hours) finally got transferred to the Allstar member (a human chat). Customer representatives were polite but never really have solved the problem, they would say the same thing or repeat email that I sent with regards to my refund since the end of January 2020. They promised that refund is in progress, will take up to 30 days but kept FAILing to deliver as promised. Airasia also closed the cases of my refund on my BIG membership account despite that no progress or refund has been made. When inquired, they have no idea and then mentioned the status is in progress (until when? Or is it really in progress or in idle?). It is not May 2020, and I have made contact with Airasia again, this time they are promising up to 16 weeks to process the refund. Let's see!! This has been an absolute disappointment so far consider that Disney took less than a week to make a refund (during the same pandemic situation with a possibly bigger volume of customers) but let's give it one more chance!",Negative
6843,"At aircraft service like in bus. Customer service on the web, their AVA and etc - worst ever!!!! It´s realy talking like with robot, and if they send me to allstarchat - it showed me waiting time 50-60minutes, but after ALL ONE DAY online NOTHING, still same - need wait 30-40-20-40....minutes... It never will come. STUPID!!!",Negative
6844,Frustrating to deal with AirAsia. No customer service. No help whatsover. My flatbed flights to Hokkaido were refunded after 6 tear-inducing weeks. For my KL-Bali sector are still under 'NEW'. Kl-Phuket under 'NEW' too. I submited all my cases on the same date. Will never fly with AA again. Lesson learned.,Negative
6845,"Many people knows AirAsia but no many know their shares prices have tumbled hard, with huge losses and debts and probably ran out of cash now. It probably goes into administration if the vaccine is not found asap. Well, they CANCELED all my flights and they are not refunding my fares. They pressured me to convert into Credit Vouchers valid for 2 years. They knows exactly this ""Credit Vouchers"" are literally hard cash they can use to keep them afloat at my expense. Also their BIG membership is really just a farce. Their AVA the chat bot is the ""customer support"" and it makes you waited for hours without any results at the end. In fact I am still waiting for a refund of approx USD4 after 6 months! The funny part they are still selling airfares even though many countries' had closed their borders. But remember you have the option to not book any flights with them. So now you knew and been warned, share with your family. Good luck and stay safe.",Negative
6846,"Betrayed feel completely betrayed by this airline. Been waiting for something, anything from Airasia since they canceled my flight. AVA please! What a joke around and around with absolutely no result no return contact, nothing. BIG Loyalty Program member for years? Nothing more than a farce. I've been a long time user of this airline, 24 flights alone in the past couple of years but never again, Scoot/Jetstar in future for me. Do not use this airline",Negative
6847,"If i can rate this stupid airline 0 stars i would.  This airline rescheduled my flight and offered full refund as im unable to fly on that day.  Since 20/02/2020 waited for my refund till now. Tried to email them, no replies. They have twitter account, which I’ve mention them several times. They ignore me. Took forever to reply my DM, when I’ve already provided them my details, they will reply me the same thing.",Negative
6848,Dont fly with this Airline! If your flight gets cancelled its super difficult to get refunds! They try to keep your money and getting it back is a pain in the ***. Its the most intransparent and difficult to use CustomerService I have ever experienced. Do yourself a favor and fly with a more reliable Airline even if it cost more.,Negative
6849,"I am another person who was offered a refund for AirAsia cancelled flights months ago, and still has not seen a cent. Why would I want a credit when: 1. Credit only lasts a year, international travel is still looking unlikely for a long time 2. I was offered a full refund 3. It is impossible to talk to any real person, and the whole AVA and chat thing is exceptionally frustrating and time-consuming 4. I never want to fly with AirAsia again",Negative
6850,"I booked flights from Singapore to Udon Thani in November 2019 for travel in March 2020. On February 28th 2020 Air Asia cancelled my flight and rescheduled on a later flight this was not any use to me as the later flight would have impacted my onward travel plans from Udon Thani. I elected to take a refund - this I requested on 28th February. Since that day I have been chasing Air Asia for my refund of around €300. Today has been the final straw for me - all my cases logged against my account have disappeared from their website and when I use their AVA tool to check status I receive a message that the Case and email do not match. No one in this organisation takes responsibility for ensuring customer satisfaction - have sent twitter messages and feel they simply copy and paste standard responses. Come on Air Asia - you cancelled my flight, this all happened before the global melt down in air travel and I am out of pocket twice as I had to buy tickets with an other carrier.",Negative
6851,"Very poor customer service. They cancelled our flight and we’ve told them several times that we want a refund but they still haven’t refunded as back where they told us that they will. We’ve been waiting for our refund since March 13, 2020. More than 8 weeks already. If you can’t follow through your word, you don’t deserve to be operating. No one had even had the guts to email us back. I’ve left several messages on Twitter, their Facebook and Ava bot are useless and their Twitter is useless too. Will never use your company ever again! Give us our money back",Negative
6852,"Air Asia cancelled my flights and refuse to refund my fares, they are basically just a scam, do not fly! I got nowhere and lost over $1000, be warned!",Negative
6853,"I booked tickets from Bangkok to Kuala Lumpur on 21 March 20. On 22 March Air Asia emailed me cancelling the flight. Their explanation for this was, ""The Government of Malaysia has issued a directive for a movement control order in Malaysia effective 18 March 2020 to 31 March 2020. A travel ban is also imposed on all Malaysians traveling overseas and foreign visitors entering Malaysia effective 18 March 2020 to 31 March 2020. AirAsia is complying with this directive and we regret to inform you that your flight AK885 has been affected"". So, when they accepted my booking on 21 March, 3 days after the travel ban, they must have known about the Malaysia travel ban and that they could not provide the flight. Yet they still accepted my booking. Surely this is dishonest and fraud? I requested a refund via AVA and they accepted my request for a refund. Now they they are saying they will provide credit for a future flight. I do not want a credit, I want the refund Air AsiaA originally promised. Air Asia - if you are reading this my booking reference is AV8WWC, 26/3/20. Case Number 45055085",Negative
6854,"Living on the east coat we're spoiled by having access to so many JetBlue routes. The biggest difference is their employees, most are friendly and you'll find a big difference on the level of service when compared to Delta or United. They also offer the best mileage program and you can earn miles rapidly with their credit card.",Postive
6855,"After waiting hours and hours for a flight, the flight was eventually cancelled. Even though it was frustrating, JetBlue gave us a voucher for next flight. It made the whole experience much better.",Postive
6856,"I used JetBlue 2x. Boston-Buffalo 30th September 2018 and Buffalo-Boston 3rd October 2018. Only few minutes delayed on the second flight. Good service, free Wi-Fi on board (very important for me as tourist and depending of free Wi-Fi and hotspots), friendly staffs and free snacks. Spacious air planes, which I really appreciate as pretty tall person with long legs. 5 stars from me, because all was like it should be.",Postive
6857,"Dumbest ticketing agents on the planet. When multiple return flights from Boston to Raleigh were cancelled the day before Hurricane Florence was scheduled to make landfall in Wilmington NC, their agents wanted to rebook my cancelled flight (the day before) for first flight the next morning (the day of landfall). Jet Blue manager said they could not book me on the non-stop Delta flight that was operating (day before landfall) because they don’t have relationships with other airlines. Bought a return ticket on Delta. Had an on-time departure and arrival on Delta. Jet Blue agent said call Jet Blue for refund of return portion of ticket before 20 September - within 7 days. Called Jet Blue for refund on 19 September. Jet Blue said that I could not get a refund because it had been “so long”. Gave travel voucher for future flight.  Next time you think of flying Jet Blue, slap yourself awake.",Negative
6858,The worst coming back from JA using an attendant to help me with my special needs son.,Negative
6859,"Jetblue doesn't deserve to be in business. Jetblue doesn't have any control over its flying crew nor does it have any respect whatsoever towards its clients. On Aug. 3, we were booked on flight 357, 6:45pm departure inbound to Dulles International Airport. From 5pm until 1:05am, on Aug. 4, we started receiving messages announcing delays to flight 357 and, at the same time, stating to be working hard (I would guarantee that they were hardly working) to make short our delay. The reason for the delay was weather related according to Kat, a CS Representative I spoke to from Help Service, and to absence of crew according to John who was making announcements at Gate C-8. Nothing happened instead the delayed boarding became changing from 11:51pm, to 12:30am, to 11:45pm to 11:32pm, to no posting at all on the board at the gate. From there is no pilot to fligjt attendant #2 is not there, no agent was well informed yet to tell us the truth. John announced the flight attendant #2 was two hours away, therefore the flight may be cancelled and passengers refunded or it may be delayed much longer. John ended up leaving and was replaced by Paul. The latter offered water and pretzel to apologize... To make a long story short, jetblue does not care about customers, it cares about money. (As I am writing this review, a new message just popped up announcing the departure for 12:59am)! Once on board, the talked about an engine that a problem (overheating), and added that wasn't a big issue for, once in the air, the engine should cool down. This way of treating passengers does not give a good image of the compny. It's people who make a company grow and not the othee way around. ""Client is a king"" as a French saying goes. But, for jetblue, ""client is just a source of making money and nothing more. After this nightmare experience, we have decided my family and I not to fly jetblue any longer.",Negative
6860,They cancel with little or no regard to passengers. This last week JB sent a notice to be at JFK a least 2 hours before the flight. For a change I did. Guess what happens? JB calls me to tell me about my flight being canceled 1 hour and 50 minutes before take off. So I'm standing in the airport when they called. No chance to book with anyone else at a reasonable price because they were already booked by other airline passengers who were notified earlier in the day. So effectively they locked me into waiting until the next NIGHT at 11:30. The real disturbing thing is one of their employees said it was an out of service plane then  another with the weather than another with an out of service plane. Since JB has their earliest flight aircraft fueled cleaned and inspected the night before how would they not know about the plane having problems. I had to beg for a seat on Delta which cost $920.82 one way. I had to get to Jacksonville because a moving van was waiting for me to move back to NY. I'm going to speak with them first then cancel my last 118 days of credit card purchases. I want my money back. Once again they lost a ton of money in the last quarter because they don't have a clue. How's their safety record? Been in the paper a few times lately? It would best if they handed the reins over to another CEO. This man is a incompetiant.,Negative
6861,"Flight was cancelled twelve hour before boarding. Was not changed. This was a family vacation. Was not notified to this day. Had to get another flight from a airport in a DIFFERENT state. Had to drive in the middle of the night to another state for a new flight. When we got there the flight was delayed from 7:00,8:00,9:00,10:00. Yes! It was changed FOUR times. Coming home after the trip the flight was delayed a hour, then we finally got on the plane & was delayed TWO more hours! This was the first time flying JetBlue & It was the worst flight experience going and coming!",Negative
6862,"they charge $150 to move a reservation 1 day, on a $300 ticket, months in advance. Terrible policies, priceline charged another 30 on top, so double check your times, or you will get taken to the cleaners, beware, don't use either service, they are NOT cheaper.",Negative
6863,Very spacious. Loved the free wifi on board. Highly recommended.,Postive
6864,"Traveling is something I love to do, and will continue to do, but to use JetBlue's services again, I would have to think long and hard. Showing up at the airport 3 hours before your flight is all good, hearing that your flight is delayed till the next 2 hours, not so bad. But when your flight gets delayed for 8 hours? That's TERRIBLE! Every time I've traveled on JetBlue, my flight has gotten delayed. They could also consider giving passengers sandwiches instead of chips. The only good thing about JetBlue is that the Flight attendants are friendly and professional.",Postive
6865,"Impossible to change flight on company's website - it has been down for weeks. I foreigner and not interested in phone contact, and it should not be necessary anyway. Not acceptable for a professional company!",Negative
6866,Have used JetBlue many times and everything is easy with them.,Postive
6867,"My recent flight rocked! On the outbound leg I had nausea during the flight and the crew were very attentive and made sure that I was well hydrated. Really happy once again with JetBlue, my favorite airline!",Postive
6868,"On the Jan 2nd, I showed up on the JetBlue counter 3.5 hours before to take the 1st of 3 flights connections from MSY to JFK (5:39pm) and the airline told me that my family members could not flight because the travel agency CheapOair made changes on the tickets. I called 1800 CheapOair and a representative told me that the airline (jet blue) made the changes and they were trying to reach me on Dec 30 by phone to communicate the changes... that I never request by the way. Fortunately, suddenly the JetBlue representative told me after 45 min that she found our names in the system and they put us in the airplane at the last minute and we could made the 1st connection MSY to JFK. Once in JFK, I went to check the flight status in the counter of Turkish airline (JB partner) and the representative asked me if we were travelling with luggage's because the system showed 0 - cero -  luggage's. I passed the luggage's tickets provided by JB and all the baggage's tickets were input in the Turkish system. So, it looks like people are not fully trained or not competent to perform passenger and baggage check-in.",Negative
6869,"My JetBlue flight from Mexico City to Orlando on 16th September was unexpectedly cancelled due to Independence Day, ensuring that I missed my connecting flight to London. I could never have imagined that getting onto another flight could be such a stressful, complex, long and unclear process. When I got to the front desk to ask what the next steps were, the check in desk refused any responsibility on behalf of the company to help or advise me and tell me to go and ring my travel agent instead. After about five painful hours as a go-between between JetBlue checkin desk and my travel agent, I attempt to check in to a replacement flight supposedly booked by JetBlue only to find out that they have not paid for it, and that I was expected to pay 55,000 pesos to get on the replacement plane. For any questions I had about this procedure, JetBlue check in desk provided me with a phone number that didn't work, and no alternative was provided when questioned. After 6 hours of confusion and absolutely no help from Jet Blue, I found a kind man from rival company Ibera, who actually understood the whole process and was happy to FINALLY explain what I needed to do to get on the plane without having to pay 55,000 pesos. Oh, and then for one last hurdle JetBlue told me that the only way for me to get home that was approved by JetBlue head office was a three change two and a bit Day long extravaganza that included an evening in a Fort Lauderdale hotel. Luckily I informed them that this option arrived in London 25 hours later than the one that my mother had found earlier by using Google. The only saving grace of JetBlue was their lovely staff in the back office in the airport, who listened to what I had already figured out and then acted incredibly quickly, apologising for everything that had happened in the past 12 hours. But ultimately, the only reason that I am home is because I asked someone from a rival airline to help me. How can the check in desk of an airline not be able to guide someone when their flight is cancelled? So, so, so bad!",Postive
6870,Poor company! You lost my suitcase and after 4 days you still do not know where it is and when you can resell it. I've been around the world with low-end companies and never did such a thing happen to me! rejected,Negative
6871,Jet blue is my personal favorite airline for flying and constantly get the flight I wish too.,Negative
6872,"My family, friends and Corporate Partners normally fly with Jet Blue, I am not sure what happened, but I will not be flying with you. I booked through JUSTFLY and was advised by JUST FLY REPRESENATIVE that THE Airline (JET BLUE) cancelled my flight without reason, here is what I wrote about JUST FLY AND the same applies to Jet Blue.  this is certainly the WORST EVER and I will not be using you again. I booked my travel plans reference #059-332-632 received confirmation that my ticket was booked successfully with airline confirmation assigned, called back to add CSA travel protection to be told that my reservation was cancelled by the airline. what the hell was that... you confirmed my payment and cancelled, luckily I called to purchased the CSA or I wouldn't have known. I received NO cancellation emails at this time. I will also express my concerns with Jet Blue and social media respectively. NOT a good first impression at all. I will not recommend you to my dogs. if there was a problem I have yet to know what it is.",Postive
6873,Not a very good experience. Not very bad. It was an average experiwnce with them.,Postive
6874,"Dear Qatar Airways, Coming home from Vietnam over Doha to Copenhagen with a group of travel guests, I received a damaged suitcase at the airport .... the handle sliders inside the suitcase were heavily bend. The handling office was not staffed so I could not get a PIR report. I immediately reported the incident on the Qatar homepage, with the requested travel documentation including photos of the damaged suitcase & the empty handling office at the airport in Copenhagen. Here the fun starts .... Qatar ask me to contact their local handling office, a company called Menzies Aviation. I contacted Menzies by phone and I was  advised to contact Qatar, actually the lady I spoke with insisted, despite the fact that I informed her that Qatar specifically had asked me contact Menzies. The lady was not willing to give me further contact information to Menzies. I found an email to Menzies and forwarded the Qatar claim & incident number (CPH2090314). I got a written answer that they would not cover the damage because it was normal ”tear and wear”, which tell me that they haven't taken time to look at the photo documentation, which shows a damage.  Actually I have a legal right (... and you have too) to get a repair.  Well what can I say ... stay clear of companies that doesn't value their customers.",Negative
6875,I just traveled SQ to Sydney and back recently. My first review is on the SIN - SYD sector. This was a night flight leaving at 8.20pm. Perhaps my expectation was higher but i found the crew not very pleasant on this flight at least serving my cabin. And there seem to be an issue with the air vents as there were towels stuffed in them.The air con was on full blast we were freezing passengers were asking for extra blankets before it was brought down to a more comfortable temp but it became humid and a but stuffy. So no it was not comfortable night flight. The food was served 2 hours after take off by then passengers tired and sleepy. Then they rushed us through the meal before one can finish they wanted to clear it and they rush the coffee tea service and ice cream. I had to ask for an amenity bag which i thought SQ gives out to all on night flight. Breakfast was once again a rushed affair. The items was cold - cold muffin and cold hard bread terrible. Coffee temp was lukewarm only. Service throughout flight was pretty mechanical and cold. So i think SQ is not hit or miss depends on the set of crew one gets. The one i got for this flight was so robotic even military like (from the male flight attendant). Sorry SQ this flight not up to your usual standards. I am left disappointed and tired after the flight.,Postive
6876,"Worst service is an understatement. Horrible staff, poor customer service, and a poor airline. Will never travel in Singapore Airlines again.",Postive
6877,Our experience of four long flights (>12h each) in Premium Economy class was good and comfortable. Service was excellent and food acceptable. Would have been five star if access to its own toilets was provided. Changi Airport is amazing and the free city tour was enjoyable.,Negative
6878,"I traveled on Singapore Airlines and my luggage was damaged during the flight. A wheel of the suitcases was missing, when I found it on the conveyer belt. I immediately reported it to their ""lost and broken luggage"" representative. He gave me a paper and refused to even take note because under their policy it is ""normal wear and tear"" and handles and wheels are not covered. I thought, they were a generous airline! The suitcase is under a year old! I then complained three times, writing to de_feedbackat singaporeair dot com dot sg and asking for help. In over two and a half weeks, I did not receive a single response! Unrelated, I ordered a Singapore Sling during the flight, which was clearly stated on the menu. But during drink service rounds I was always informed that they would come back later and serve it. Only after several reminders and six hours after my original order I received the drink. There was no turbulence or anything, they just forgot! Very disappointed, as they were once famous for their service. The A380 also made a very worn impression on both ways. The display is not touch screen and the remote is difficult to handle. I am afraid, these days you better fly with one of the Gulf carriers for impecable service.",Postive
6879,I booked and paid for 4 flights in January 2019 for travel in September Took the first flight but when I decided to extend my stay in Singapore I didn’t use the second flight. On checking the app flights 3 & 4 disappeared and after emailing customer service I was told that they’d cancelled my flights after I didn’t use flight 2 and effectively left me stranded They wanted to charge me £800 to rebook my remaining flights. Scandalous. Why should I be penalised for not using flights that I’d paid for? Avoid,Negative
6880,"The leg room / space in general was attrociously tight on our flight to london. I cannot remember economy ever being so uncomfortable and simply unpleasant, maybe all long haul airlines are heading this way...? I noticed the new ""premium economy"" is slightly more spacious / what economy used to be...but 600 bucks to upgrade on an already expensive ticket is a joke. Over priced and unpleasant.",Negative
6881,"I was informed my flight was cancelled on 31st March and almost two months later have not been sent my refund. Under terms the airline has 7 days to respond to customers regarding cancelled flights and issue relevant refunds. Qatar have been very difficult to get hold of and have still not issued my refund. If anybody from Qatar is reviewing this, my booking reference is ND2Z56 and if they could get in touch giving any form of clarity to my case that would be appreciated however as it has been almost two months I will not hold my breath. Very poor service despite the current climate they have a duty of care to customers which has not been met.",Negative
6882,"Requested a refund for my flights 10 days ago. Was expecting to wait months and months due to the reviews and comments. Very suprised to see my refund credited today. Excellent service from Qatar, especially with the situation and the thousands of people they have to deal with. Definitely will be flying with you when everything is back up and running.",Postive
6883,"Wouldn't help me when Travel up made an error with my bookings, terrible customer service, will never use again",Postive
6884,"False and fradulent offers especially at such a difficult time to collect private and confidential data from unsuspecting customers and nothing else, SHAME ON QATAR AIRWAYS!!! We tried this at precisely 10pm UK time onwards for 20 minutes, however their website keeps on saying ""We are currently receiving too many requests right now and are unable to accept your request blah blah"" Don't waste your time!",Negative
6885,"E-ticket no.:157-2385659298 I have requested a travel voucher several times by phone and e-mail. This request was in line with the e-mail that their CEO sent out stating that we would be given a year to use the travel voucher issued due to being unable to fly because of Co-vid 19. I have still not heard anything back from Qatar or received a refund quotation for the second leg of my journey. I enquired about this before my flight, and it is now two months after my flight and I have still not heard anything. They have basically kept my money, despite promising to correspond. There has been no way to contact their office other than by phone with an extremely long waiting time, I even spent money calling their international office which was a waste of time. I was told that the issue was being escalated, but a month later I have still received no correspondence from Qatar. This is unacceptable! I think this is a call for a class-action lawsuit, as I have been reading other reviews and I am not the only one being scammed.",Negative
6886,"I am sorry, but this is really disappointing. Qatar airways is not available on the phone, whenever we call its minutes and minutes on hold. No one picks up. When I contact them on facebook they also keep me on the line. They keep asking the same stupid questions instead of helping. This is really poor.... My parents are old and stuck for 2 months now abroad and Qatar doesn't seem to care at all. In these difficult time they should be helping their customers but instead they are ignoring and not helping!",Negative
6887,"ABSOLUTELY FANTASTIC.... I WOULD LIKE TO SAY A PERSONAL THANKS TO THE LOVELY VIRGINIA ON MY 1ST LEG FROM  LONDON HEATHROW TO DOHA ON 7TH MAY.. SHE WAS AMAZING, POLITE, PROFESSIONAL AND EXTREMELY KIND AND WAS ALWAYS CHECKING ON MY WELLBEING THROUGHOUT MY JOURNEY... I HOPE I WILL BE ABLE TO SEE HER AGAIN ON MY RETURN. ANOTHER HUGE THANKS TO THE LOVELY PRIYA WHO AGAIN WAS ABSOLUTELY AMAZING, ATTENTIVE AND EXTREMELY HELPFUL FROM DOHA TO SYDNEY... 8TH MAY... I HOPE TO SEE You BOTH ON MY RETURN.. KEEP UP THE GOOD WORK QATAR AIRWAYS, HYGIENE WAS SPOT ON AND COULD NOT FAULT THE WHOLE EXPERIENCE.  THANK YOU.  TONI",Negative
6888,"Got a flight during COVID times from KUL to VIE with transit in Doha. Everything went pretty smooth, crew was friendly and happy to talk, service was on a super high level. If possible I will fly Qatar again in the future.",Postive
6889,"My flight was cancelled on 13 February 2020 due to Covid19. Up to today I have nor received my refund! I have a cancellation number and written proof that I will get a full refund, but no refund. There is no way that I can get hold of anyone working at Qatar. Very bad customer service. I am só disappointed. Booking number L6W124. Cancellation confirmation 42124487.",Postive
6890,Been waiting for a refund now since march. Have emailed them several times about progress and had not one reply. Customer service is none existent. They need to be held accountable,Postive
6891,It's been 4 weeks now and I still haven't even gotten a reply for my refund request when YOU CANCELLED my flight! Booking code: BTGWLFF ticket: 1573773358226 Airline locator: QR/ U5YF95 Would not recommend to my worse enemy!,Postive
6892,They're an absolute scam and I would not go on a holiday through these even if it was free. No customer service. Once they have your money they no longer care about you.,Negative
6893,"My credit card company in Thailand track incoming refunds from Doha and confirmed to me that Qatar Airways are NOT sending out refunds. Not just to me, but to people generally. Their customer services are just lying to their former loyal flyers. I've contacted them several times. Always, they say the refund is on its way, always they give out a reference number in a confirmed email, but they do nothing. I've posted on TripAdvisor, as indeed have many others. AVOIDS THIS AIRLINE. It cannot be trusted. Emirates and other Arab airlines are providing refunds when the airline has cancelled a flight.",Negative
6894,"Had flights booked with Qatar Airways through UK travel agent, the flights were cancelled on 12th March by Qatar, the travel agent requested the refund on 16th March, flights reference L5A3EZ for myself and my son and daughter. Almost two months later and the refund has not been processed, i have over two thousand pounds on a credit card which l am paying interest on, meanwhile Qatar is holding onto my money. Doesn't respond to messages, facebook messages replies are a joke, fails to answer any question, just a pre-prepared statement. Terrible service from what should be a respectable genuine and honest Airline.",Negative
6895,"Qatar is no longer a 5* airlines.  They do not HONOR what they print on their website. I purchased a Flexi Economy ticket and then I had to cancel within 24 hours and they would not give me a full refund without penalty.  They no longer honor their policy. I hope more people stop using this airlines so they take into consideration that without us they are nothing. Thank you, Priscilla",Negative
6896,I had a return flight with Qatar Airways l have tried to contact them for weeks with NO RESPONSE I HAD TO BUY A FLIGHT WITH ANOTHER AIRLINE FROM BANGKOK NEVER WILL I TRAVEL WITH QATAR AIRWAYS AGAIN,Negative
6897,"My Qatar flight had been cancelled and I had requested a refund. After about 2 weeks, I did not receive a response. I tried contacting them via Facebook, and was told that the refunds would be processed within 14-28 days of application. I waited another 2 weeks and still did not receive any reply on my refund request. One month after submitting the refund request, I messaged them on Facebook, and they said that I was issued a voucher on the day the flight was cancelled. They told me that if I wanted a refund, I would have to email them again. What is the logic in this? Wasting your customers' precious time reapplying again and again for refunds when you clearly know what is the right thing to do? I. DON'T. WANT. A. VOUCHER. I. WANT. MY. MONEY. BACK.",Negative
6898,"I'd heard good things about Singapore Airlines, I must admit mainly through the media which now makes me wonder how they get these good reviews. Had a terrible experience. I flew from Sydney to Singapore return in economy. The seats were the normal uncomfortable economy seats with hardly any legroom, no different than any other economy flight. However, the staff allowed another passenger to come and directly hassle me to change seats after he had finished hassling them, to which I replied no, that's not how it works these days. They essentially passed their customer service role on to me to do at 9:30 pm. I am not a Singapore Airlines employee! I'm a customer! Dealing with other customers is your job not mine! Second, there was a constant drip from the ceiling, if this is not already annoying enough on an 8 hour flight it was extremely concerning from a safety and maintenance perspective. Where is the water coming from and how is it getting in? Finally, I reported these concerns to customer service. They responded to me 24 hours later saying they were sorry about my bad experience. They essentially said that the customer service issue was what they normally did. Really? Perhaps we could have some of the staff wages deducted from our flight whenever we're required to do something like that. They also completely ignored the drip from the ceiling. I followed them up on this for a response and they did not even bother to respond. They did not offer any form of compensation at all. Every other aspect of the flight was average at best. Perhaps they were once the world's best airline, but based on what I've just outlined, it was among the worst. I would never suggest anyone fly Singapore Airlines if they have an alternative. Avoid Singapore Airlines.",Negative
6899,"Best avoid using the Vrooms hotel bookings system fails to complete any bookings. Points cannot actually be redeemed it appears, after repeated attempts on 2 accounts.",Negative
6900,"The Gold Standard.  I wish every airline operated the way Singapore Airlines does. Had the pleasure of flying the new Dreamliner 787-10 from Taipei to Singapore in regional Business Class.  The interior was modern and functional with ample space, a gorgeous screen and delicious food & drinks.  Very well trained crew looked and acted so professional just like one sees in commercials and provided that extra human touch.  A great start to my Singapore vacation.",Negative
6901,"I travelled with my family including a baby less than 2 years old on 22nd September from Melbourne to Kochi via Singapore. I was quite disappointed with their service and attitude. Staff were rude to us . My little daughter was unwell and didn’t settle throughout the flight and my wife took the meals tray back to the crew to get rid of the place in order to prevent the mess up from my daughter. They ignored her initially and later my wife asked them to collect the tray , they said to her to take the tray back to her seat, which they could put into their bin and empty it in seconds. We have noticed during the whole journey that they treat people differently. People with fair skin get preferences and others are ignored. My recent travel experience with Air Asia and Malaysian airlines were far better than that of Singapore Airlines. I am quite disappointed with their attitude and approach to us. They were rude and arrogant. I will not recommend them to others in future Jose Karickat",Postive
6902,"I travelled business class from Perth to Singapore 06/07/2019 and incurred severe back problems due to a seat that was not working properly. Later that same day I wrote to lodge a complaint regarding the seat and my severe pain, I received the normal automatic reply and waited for SA to investigate and in a suitable time frame report back to me. I’ve now sent SA numerous e-mail asking why no correspondence has been sent to me. As of today 10/09/2019 I’ve not received any replies, I now believe SA are totally unprofessional and extremely RUDE. I will certainly NOT be flying with SA in the future, due to allowing passengers to fly with a broken seat which caused me pain, stress, inconvenience, out of pocket expenses.",Negative
6903,"Unprofessional Airline We paid for a fully serviced Singapore Airlines flight and our flight was cancelled without any notice. We were given a SCOOT flight instead, with no service. We were offered a refund at the airport and a link. We contacted them and they said sorry but no refund. They would try to improve next time. Can they do this? This is terrible!",Postive
6904,"Best airline in the world, use them all the time.",Postive
6905,"Having booked Premium Economy flights to and from Australia we were horrified when returning to find that our booked and confirmed seats had been cancelled. This resulted in having to alter all prearranged plans to return home. We only discovered this having had an accident where I broke my leg and rang their office to discuss the seating arrangements. Afraid my damaged leg (closest to the aisle) might get hit by passing food carts, we asked if it would be possible to swap sides of the aircraft or even consider an upgrade. The assistants attitude was curt and abrupt and after a few moments of offering similar unsuitable seating, we decided to keep our preassigned seats. That evening we tried again with the view of hoping for a possible and sympathetic upgrade, only to be told we had cancelled our booking and had lost our seats and the flight was now completely full. Argue as we might that we did not cancel our seats, the assistant became outrageously rude, so we demanded to speak to her supervisor. At first the supervisors attitude was similar to that of the first assistant and wouldn't let us explain that it wasn't us that had cancelled our seating, but possibly the chap who had tried to move our seats that morning.   After many minutes of researching, she came back with a different attitude (presumably having discovered we were right) and re-booked us on an earlier and more inconvenient flight. No apology was offered at any time! We have since lodged complaints with their head office who have tried to defend the actions of their call centre staff and distorted the facts in their favour. Putting this inaccurate account of things straight, the company has chosen not to reply which reflects their in excusable customer service attitude. THIS IS NOT THE CASE REGARDING CABIN CREWS, who genuinely bent over backwards to help hence the only star they deserve.",Negative
6906,"Dreadful. Have messed us about endlessly on a flight from London to Singapore and onto Sydney. Given us seats that are of less quality than we have paid for, late on both legs, mediocre food, staff who promise the earth but don’t deliver. Fly Cathay, much better.",Postive
6907,"Shaky flight from london to heathrow, hostesses were nice however",Negative
